year,pop_name,reg,popwgt.absolute.hy,popwgt.relative.hy
2016,Hispanic,North Central,-0.0247522601749912,0.536741346287461
2017,White,North Central,0.00101818631498958,1.02230220442925
2017,Black,North Central,0.00280358922429762,1.06140940915766
2017,Native,North Central,-0.0175246545986419,0.616142523566648
2017,Asian,North Central,-0.0130395541837518,0.714383508409985
2017,Pacific,North Central,-0.0239250249025385,0.475949746626948
2017,Hispanic,North Central,-0.0199850769255796,0.562249792040188
2018,White,North Central,0.00100347771253,1.02115068991885
2018,Black,North Central,0.00385776151695221,1.08131153946628
2018,Native,North Central,-0.0180373456257628,0.619819852971408
2018,Asian,North Central,-0.0146307150658903,0.691622729846738
2018,Pacific,North Central,-0.0244505366095287,0.48464653303191
2018,Hispanic,North Central,-0.0209505285117997,0.558417564579663
2019,White,North Central,0.000698489088531942,1.02027396398293
2019,Black,North Central,0.00284523794236562,1.08258432739102
2019,Native,North Central,-0.0140926077722351,0.590955639693231
2019,Asian,North Central,-0.00991389550425532,0.712244666833361
2019,Pacific,North Central,-0.0180249468861392,0.476817705582469
2019,Hispanic,North Central,-0.0153204626797023,0.55531659166949
2020,White,North Central,0.000680816786234936,1.0228819662559
2020,Black,North Central,0.00192304437626748,1.06463271384611
2020,Native,North Central,-0.0115421674687303,0.612072598855832
2020,Asian,North Central,-0.00840493606600009,0.717513628727051
2020,Pacific,North Central,-0.0150505478306922,0.494157408339989
2020,Hispanic,North Central,-0.0129481509259928,0.564818085342217
